show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,description,plataforma,age_category,imdbRating
s7522,TV Show,Mr. Young,Desconocido,"Brendan Meyer, Matreya Fedor, Gig Morton, Kurt Ostlund, Emily Tennant, Milo Shandel",2019-04-16,2013,TV-G,2 Seasons,"Kids' TV, TV Comedies","After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!",netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7529,TV Show,Murderous Affairs,Desconocido,No Disponible,2018-04-17,2017,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Mixing interviews with dramatic re-enactments, this series focuses on lethal love affairs and spouses driven to murder.",netflix,Para adultos,Error 401 en la búsqueda
s7530,TV Show,Mutant Busters,Desconocido,"Dermot Arrigan, James Giblin, Noah Levin, Molly Malcolm, Colin Morgan, Benjamin Nathan-Serio, Alex Wagner, Joshua Zamrycki",2017-06-01,2017,TV-PG,2 Seasons,"Kids' TV, TV Comedies","After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion.",netflix,Para niños mayores,Error 401 en la búsqueda
s7539,TV Show,My Hotter Half,Desconocido,Melvin Odoom,2019-07-22,2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV","Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover.",netflix,Para niños mayores,Error 401 en la búsqueda
s7541,TV Show,My Life My Story,Desconocido,RJ Anmol,2017-11-01,2017,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Host RJ Anmol conducts in-depth interviews with prominent Indian celebrities, who share the stories that lie behind their successes and failures.",netflix,Para adolescentes,Error 401 en la búsqueda
s7548,TV Show,My Tattoo Addiction,Desconocido,Julian Barratt,2019-02-01,2013,TV-MA,1 Season,"British TV Shows, Docuseries",Ink junkies dig skin deep and share personal stories about their collection of body art.,netflix,Para adultos,Error 401 en la búsqueda
s7552,TV Show,Mystery Science Theater 3000,Desconocido,"Joel Hodgson, Michael J. Nelson, Kevin Murphy, Trace Beaulieu, Jim Mallon, Frank Conniff, Mary Jo Pehl, Bill Corbett, Patrick Brantseg, J. Elvis Weinstein",2018-03-15,1999,TV-14,1 Season,"TV Comedies, TV Sci-Fi & Fantasy",Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.,netflix,Para adolescentes,Error 401 en la búsqueda
s7569,TV Show,Nature: Animals With Cameras,Desconocido,Gordon Buchanan,2018-10-01,2018,TV-PG,1 Season,"Docuseries, Science & Nature TV","With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives.",netflix,Para niños mayores,Error 401 en la búsqueda
s7570,TV Show,NATURE: Natural Born Hustlers,Desconocido,Kevin Draine,2017-03-01,2016,TV-G,1 Season,"Docuseries, Science & Nature TV","Sometimes being shady is the only way to survive, a fact these sneaky animal ""hustlers"" â including orcas, owls and otters â use to their advantage.",netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7572,TV Show,Nature's Great Events (2009),Desconocido,David Attenborough,2015-10-10,2009,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events.",netflix,Para niños mayores,Error 401 en la búsqueda
s7573,TV Show,Nature's Great Events: Diaries,Desconocido,David Attenborough,2015-04-22,2009,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.,netflix,Para niños mayores,Error 401 en la búsqueda
s7574,TV Show,Nature's Great Race,Desconocido,Liz Bonnin,2017-10-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys.",netflix,Para niños mayores,Error 401 en la búsqueda
s7575,TV Show,Nature's Weirdest Events,Desconocido,Chris Packham,2019-09-01,2015,TV-PG,3 Seasons,"British TV Shows, Docuseries, Science & Nature TV","Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities.",netflix,Para niños mayores,Error 401 en la búsqueda
s7577,TV Show,Nazi Mega Weapons,Desconocido,No Disponible,2017-03-01,2016,TV-PG,3 Seasons,Docuseries,"This documentary series examines Nazi Germany's military hardware, defenses and technology, including fortifications, U-boats and ballistic missiles.",netflix,Para niños mayores,Error 401 en la búsqueda
s7587,TV Show,"Nightmare Tenants, Slum Landlords",Desconocido,Wendi Peters,2019-07-12,2016,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.,netflix,Para adultos,Error 401 en la búsqueda
s7589,TV Show,Ninja Hattori,Desconocido,"Junko Hori, Masako Sugaya, Yuko Mita, Kaneta Kimotsuki, Kenichi Ogata, Eiko Yamada, Yuzuru Fujimoto, Yuri Nashiwa, Runa Akiyama, Issei Futamata",2018-12-23,1981,TV-Y7,1 Season,"Anime Series, Kids' TV","Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja.",netflix,Para niños mayores,Error 401 en la búsqueda
s7590,TV Show,Ninja Turtles: The Next Mutation,Desconocido,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe, Richard Yee, Gabe Khouth, Nicole Parker, Kirby Morrow, Matt Hill, Jason Gray-Stanford, Michael Dobson, Lalainia Lindbjerg, Shishir Inocalla, Fiona Scott, Stephen Mendel, Larry Lam, Geoff Wong",2016-01-01,1997,TV-G,1 Season,"Kids' TV, TV Comedies",Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle â a female named Venus De Milo.,netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7594,TV Show,Nobel,Desconocido,"Aksel Hennie, Tuva Novotny, Anders Danielsen Lie, Mads SjÃ¸gÃ¥rd Pettersen, Danica Curcic, Christian Rubeck, Odd Magnus Williamson, Mattis Herman Nyquist, Hallvard Holmen, Atheer Adel, Mohammad-Ali Behboudi, Ayesha Wolasmal, Ramin Yazdani, Rolf Kristian Larsen, Dennis StorhÃ¸i",2016-12-10,2016,R,1 Season,"International TV Shows, TV Dramas, TV Thrillers",A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.,netflix,Para adultos,Error 401 en la búsqueda
s7598,TV Show,North & South,Desconocido,"Daniela Denby-Ashe, Richard Armitage, Tim Pigott-Smith, SinÃ©ad Cusack, Lesley Manville, Brendan Coyle, Anna Maxwell Martin, Jo Joyner, Pauline Quirke, Kay Lyon",2017-03-31,2004,NR,1 Season,"British TV Shows, Romantic TV Shows, TV Dramas","When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings.",netflix,Desconocido,Error 401 en la búsqueda
s7624,TV Show,NSU German History X,Desconocido,"Anna Maria MÃ¼he, Albrecht Schuch, Sebastian Urzendowsky, Almila Bagriacik, Tom Schilling, AndrÃ© Hennicke, Florian Lukas, Liv Lisa Fries, Sylvester Groth, Florian Stetter, Nina Gummich, Jonas Leonhardi, Ben MÃ¼nchow, Maximilian Jaenisch",2016-07-07,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them.",netflix,Para adultos,Error 401 en la búsqueda
s7625,TV Show,Nuestra Lucha Libre,Desconocido,No Disponible,2018-08-15,2018,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","This documentary series lifts the mask on Mexican wrestling, diving into the daily lives of its stars, examining the sportâs cultural impact and more.",netflix,Para adultos,Error 401 en la búsqueda
s7628,TV Show,Nura: Rise of the Yokai Clan: Demon Capital,Desconocido,"Jun Fukuyama, Darrel Guilbeau, Eri Kitamura, Grant George, Yui Horie, Cassandra Lee, Hiroki Yasumoto, Kyle Hebert",2016-12-01,2011,TV-MA,1 Season,"Anime Series, Crime TV Shows","By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan.",netflix,Para adultos,Error 401 en la búsqueda
s7629,TV Show,Nurse Jackie,Desconocido,"Edie Falco, Merritt Wever, Paul Schulze, Peter Facinelli, Stephen Wallem, Eve Best, Dominic Fumusa, Ruby Jerins, Anna Deavere Smith",2015-12-31,2015,TV-MA,7 Seasons,"TV Comedies, TV Dramas",A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.,netflix,Para adultos,Error 401 en la búsqueda
s7630,TV Show,Nurses Who Kill,Desconocido,No Disponible,2017-08-01,2016,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.",netflix,Para adolescentes,Error 401 en la búsqueda
s7633,TV Show,"O-Negative, Love Canât Be Designed",Desconocido,"Jirayu La-ongmanee, Thanapob Leeratanakajorn, Violette Wautier, Supassra Thanachat, Arachaporn Pokinpakorn",2018-04-13,2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Five schoolmates who share a blood type navigate the vagaries of friendship, love and university life.",netflix,Para adultos,Error 401 en la búsqueda
s7641,TV Show,OCTB,Desconocido,"Jordan Chan, Justin Cheung, Kwok-Kwan Chan, Sam Lee, Alan Kuo, Ken Wong, Samuel Pang, Rose Chan, Hugo Ng, Ng Man-Tat, Chen Yating, Michael Wai-Man Chan, Philip Chan, Ben Ng",2018-02-05,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,netflix,Para adolescentes,Error 401 en la búsqueda
s7647,TV Show,Oh No! It's an Alien Invasion,Desconocido,"Al Mukadam, Dan Chameroy, SeÃ¡n Cullen, Stacey DePass, Barbara Mamabolo, Robert Tinkler, Ryan Cooley, Brianna Daguanno",2015-05-31,2014,TV-Y7-FV,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Nate and his Super Wicked Extreme Emergency Team â  S.W.E.E.T. â take on alien invaders who have captured all the world's grownups.,netflix,Para niños mayores,Error 401 en la búsqueda
s7649,TV Show,Oliver Stone's Untold History of the United States,Oliver Stone,Oliver Stone,2016-11-15,2013,TV-PG,1 Season,Docuseries,"This documentary series offers an alternative take on modern American history, focusing on underreported events that shaped the nation's character.",netflix,Para niños mayores,Error 401 en la búsqueda
s7650,TV Show,Ollie & Moon,Desconocido,"Mattea Conforti, Kobi Frumer",2018-03-28,2018,TV-Y,1 Season,Kids' TV,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7667,TV Show,One Strange Rock,Desconocido,Will Smith,2019-02-02,2018,TV-PG,1 Season,"Docuseries, Science & Nature TV","Hosted by Will Smith, this series follows eight astronauts who share their unique perspectives on Earth, the fragile and beautiful planet we call home.",netflix,Para niños mayores,8.7
s7672,TV Show,Operation Gold Rush,Desconocido,"Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson",2019-02-01,2016,TV-14,1 Season,"British TV Shows, Reality TV",A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.,netflix,Para adolescentes,Error 401 en la búsqueda
s7675,TV Show,Operation Ouch!,Desconocido,"Chris van Tulleken, Xand van Tulleken",2020-08-01,2012,TV-PG,1 Season,"British TV Shows, Kids' TV, TV Comedies",Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.,netflix,Para niños mayores,Error 401 en la búsqueda
s7676,TV Show,Operation Proposal,Desconocido,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park",2016-07-01,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.",netflix,Para niños mayores,Error 401 en la búsqueda
s7680,TV Show,Origins Collection,Peter McDonnell,No Disponible,2018-07-20,2018,TV-PG,3 Seasons,Docuseries,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.",netflix,Para niños mayores,Error 401 en la búsqueda
s7690,TV Show,P. King Duckling,Desconocido,"Marc Thompson, Benjie Randall, Courtney Shaw",2017-11-07,2016,TV-Y,1 Season,"Kids' TV, TV Comedies","P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.",netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7694,TV Show,Pacific Heat,Desconocido,"Rob Sitch, Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone",2016-12-02,2016,TV-14,1 Season,"Crime TV Shows, TV Comedies","In this animated satire, a covert squad of operatives short on smarts but long on confidence tackles crime on the glitzy Gold Coast of Australia.",netflix,Para adolescentes,Error 401 en la búsqueda
s7699,TV Show,Pajanimals,Desconocido,"John Kennedy, Victor Yerrid, Donna Kimball, Alice Dinnean, Paul Currie, Michael Winsor, Josh Elwell, Sarah Lyle",2020-03-31,2011,TV-Y,1 Season,Kids' TV,"From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs.",netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7706,TV Show,Paranormal Survivor,Desconocido,No Disponible,2017-08-04,2016,TV-14,2 Seasons,Docuseries,"In interviews and reenactments, ordinary people relive their terrifying encounters with unwelcome guests from beyond the world of the living.",netflix,Para adolescentes,Error 401 en la búsqueda
s7710,TV Show,Parks and Recreation,Desconocido,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider",2016-01-13,2015,TV-14,7 Seasons,TV Comedies,"In this Emmy-nominated comedy, an employee with a rural Parks and Recreation department is full of energy and ideas but bogged down by bureaucracy.",netflix,Para adolescentes,Error 401 en la búsqueda
s7711,TV Show,PasiÃ³n de Gavilanes,Desconocido,"Danna GarcÃ­a, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria GÃ³mez, Kristina Lilley, Natasha Klauss, Ana LucÃ­a DomÃ­nguez, Zharick LeÃ³n, Lorena Meritano",2017-05-04,2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible.",netflix,Para adolescentes,Error 401 en la búsqueda
s7719,TV Show,Pawn Stars,Desconocido,"Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell",2019-09-15,2010,TV-14,1 Season,Reality TV,"Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas.",netflix,Para adolescentes,Error 401 en la búsqueda
s7722,TV Show,Pee-wee's Playhouse,Desconocido,Paul Reubens,2014-12-18,1990,TV-PG,5 Seasons,"Classic & Cult TV, Kids' TV, TV Comedies","Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.",netflix,Para niños mayores,Error 401 en la búsqueda
s7726,TV Show,Penny Dreadful,Desconocido,"Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway",2016-09-17,2016,TV-MA,3 Seasons,"TV Dramas, TV Horror, TV Mysteries","The classic tales of Dracula, Frankenstein, Dorian Gray and more are woven together in this horror series set on the dark streets of Victorian London.",netflix,Para adultos,Error 401 en la búsqueda
s7730,TV Show,Person of Interest,Desconocido,"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",2016-09-22,2016,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Ex-CIA agent John Reese and enigmatic billionaire Mr. Finch use software that can predict future events to prevent violent crimes before they occur.,netflix,Para adolescentes,Error 401 en la búsqueda
s7744,TV Show,Pioneers of African-American Cinema,"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice",No Disponible,2017-02-01,1946,TV-14,1 Season,TV Shows,This newly preserved collection features more than 20 films made by groundbreaking African American directors for black audiences from 1915 to 1946.,netflix,Para adolescentes,Error 401 en la búsqueda
s7748,TV Show,Planet Earth II,Desconocido,David Attenborough,2017-12-25,2016,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet.",netflix,Para todas las edades / niños pequeños,Error 401 en la búsqueda
s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,2015-04-22,2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.,netflix,Para niños mayores,Error 401 en la búsqueda
s7757,TV Show,Portlandia,Desconocido,"Fred Armisen, Carrie Brownstein",2019-09-25,2018,TV-14,8 Seasons,TV Comedies,"Fred Armisen and Carrie Brownstein send up the residents of Portland, Ore. Typical targets include artisanal light bulbs and feminist bookstores.",netflix,Para adolescentes,Error 401 en la búsqueda
s7760,TV Show,Powder,Desconocido,"Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga",2018-02-15,2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law.",netflix,Para adolescentes,Error 401 en la búsqueda
s7761,TV Show,Power Battle Watch Car,Desconocido,"Sang-hyun Um, Tae-yeol Jeon, Yeong-wung Jeong, Hye-won Jeong, Yong-woo Shin, Jin-hong Bae, Do-hyeong Nam, Min-kyu Lee",2017-06-01,2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","Jino and his Watch Car, Bluewill, compete in the Battle League to become world champions. Meanwhile, a dark force threatens to destroy them all.",netflix,Para niños mayores,Error 401 en la búsqueda
s7762,TV Show,Power Rangers Dino Charge,Desconocido,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",2015-12-02,2015,TV-Y7,1 Season,Kids' TV,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them.",netflix,Para niños mayores,Error 401 en la búsqueda
s7763,TV Show,Power Rangers Dino Super Charge,Desconocido,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",2016-10-15,2016,TV-Y7,1 Season,Kids' TV,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.,netflix,Para niños mayores,Error 401 en la búsqueda
s7764,TV Show,Power Rangers Dino Thunder,Desconocido,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",2016-01-01,2004,TV-Y7,1 Season,Kids' TV,"Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog.",netflix,Para niños mayores,Error 401 en la búsqueda
s7765,TV Show,Power Rangers in Space,Desconocido,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang",2016-01-01,1998,TV-Y7,1 Season,Kids' TV,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.",netflix,Para niños mayores,Error 401 en la búsqueda
s7766,TV Show,Power Rangers Jungle Fury,Desconocido,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",2016-01-01,2008,TV-Y7,1 Season,Kids' TV,The Power Rangers travel to California in search of their new master and find him running a pizza parlor â so they join the staff to be trained.,netflix,Para niños mayores,Error 401 en la búsqueda
s7767,TV Show,Power Rangers Lightspeed Rescue,Desconocido,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron RoggÃ©, Jennifer L. Yen, Kim Strauss",2016-01-01,2000,TV-Y7,1 Season,Kids' TV,"As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city.",netflix,Para niños mayores,Error 401 en la búsqueda
s7768,TV Show,Power Rangers Lost Galaxy,Desconocido,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta",2016-01-01,1999,TV-Y7,1 Season,Kids' TV,"Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.",netflix,Para niños mayores,Error 401 en la búsqueda
s7769,TV Show,Power Rangers Mystic Force,Desconocido,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",2016-01-01,2006,TV-Y7,1 Season,Kids' TV,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers â the Mystic Force Power Rangers â to save mankind.",netflix,Para niños mayores,Error 401 en la búsqueda
s7770,TV Show,Power Rangers Ninja Storm,Desconocido,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins",2016-01-01,2003,TV-Y7,1 Season,Kids' TV,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.",netflix,Para niños mayores,Error 401 en la búsqueda
s7771,TV Show,Power Rangers Operation Overdrive,Desconocido,"James Maclurcan, Caitlin Murphy, Samuell Benta, Rhoda Montemayor, Gareth Yuen, Dwayne Cameron, Rod Lousich, David Weatherley, Kelson Henderson, Gerald Urquhart, Ria Vandervis, Mark Ferguson",2016-01-01,2007,TV-Y7,1 Season,Kids' TV,"To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure.",netflix,Para niños mayores,Error 401 en la búsqueda
s7772,TV Show,Power Rangers RPM,Desconocido,"Eka Darville, Ari Boyland, Rose McIver, Milo Cawthorne, Daniel Ewing, Mike Ginn, Li Ming Hu, Olivia Tennet, James Gaylyn, Adelaide Kane, Andrew Laing, Charlie McDermott, Mark Mitchinson",2016-01-01,2009,TV-Y7,1 Season,Kids' TV,"The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action.",netflix,Para niños mayores,Error 401 en la búsqueda
s7773,TV Show,Power Rangers S.P.D.,Desconocido,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn",2016-01-01,2005,TV-Y7,1 Season,Kids' TV,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world.",netflix,Para niños mayores,Error 401 en la búsqueda
s7774,TV Show,Power Rangers Samurai,Desconocido,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu, Jeff Szusterman, Felix Ryan, Paul Schrier",2016-01-01,2011,TV-Y7,1 Season,Kids' TV,"A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.",netflix,Para niños mayores,Error 401 en la búsqueda
s7778,TV Show,Power Rangers Super Megaforce,Desconocido,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Geoff Dolan, Shailesh Prajapati, Ian Harcourt, Estevez Gillespie, Jason Hood",2016-01-01,2014,TV-Y7,1 Season,Kids' TV,"Armed with a key that allows them to morph into any team of Legendary Rangers from the past, the Super Megaforce Rangers fight ruthless Prince Vekar.",netflix,Para niños mayores,Error 401 en la búsqueda
s7780,TV Show,Power Rangers Super Samurai,Desconocido,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Jeff Szusterman, Kate Elliott, Ricardo Medina Jr., Derek Judge, Stig Alred",2016-01-01,2012,TV-Y7,1 Season,Kids' TV,"The Samurai Power Rangers continue their battle against the evil Master Xandred, who has now joined forces with the malevolent Serrator.",netflix,Para niños mayores,Error 401 en la búsqueda
s7783,TV Show,Power Rangers Time Force,Desconocido,"Jason Faunt, Erin Cahill, Kevin Kleinberg, Deborah Estelle Phillips, Michael Copon, Daniel Southworth, Vernon Wells, Kate Sheldon, Edward Lawrence Albert, Brianne Siddall, Terence J. Rotolo, Eddie Frierson",2016-01-01,2001,TV-Y7,1 Season,Kids' TV,"The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter.",netflix,Para niños mayores,Error 401 en la búsqueda
s7784,TV Show,Power Rangers Turbo,Desconocido,"Johnny Yong Bosch, Nakia Burrise, Blake Foster, Jason David Frank, Catherine Sutherland, Carol Hoyt, Jason Narvy, Paul Schrier, Gregg Bullock, Hilary Shepard, Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Selwyn Ward, Donene Kistler",2016-01-01,1997,TV-Y7,1 Season,Kids' TV,"The Rangers use high-tech battle cars to take on Queen Divatox and her Divazords, who mount an attack on the Rangers' beloved Angel Grove.",netflix,Para niños mayores,Error 401 en la búsqueda
s7785,TV Show,Power Rangers Wild Force,Desconocido,"Ricardo Medina Jr., Alyson Kiperman, Phillip Jeanmarie, Jessica Rey, Jack Guzman, Phillip Andrew, Ann Marie Crouch, Ilia Volok, Sin Wong, Danny Wayne, Terence J. Rotolo",2016-01-01,2002,TV-Y7,1 Season,Kids' TV,"Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.",netflix,Para niños mayores,Error 401 en la búsqueda
s7786,TV Show,Power Rangers Zeo,Desconocido,"Catherine Sutherland, Nakia Burrise, Steve Cardenas, Johnny Yong Bosch, Jason David Frank, David Yost, Austin St. John, Paul Schrier, Jason Narvy, Namihei Koshige, Danny Wayne, Akira Madden, David Stenstrom, Tadahiro Nakamura, Kerrigan Mahan",2016-01-01,1996,TV-Y7,1 Season,Kids' TV,"This ""Mighty Morphin Power Rangers"" spinoff finds Tommy and the gang battling new enemies, using abilities acquired from the Zeo Crystal.",netflix,Para niños mayores,Error 401 en la búsqueda
